id,created_at,category,content,address,lon,lat,source,acceptance_no,district,is_true,goal,rectification,status,date,hour_bucket,is_located
[2025]杨浦—039号-35,2025-10-28,大气,信访人来信反映大桥街道眉州路近沈阳路路口的“马三牛肉煎包”，每日7:00至19:00存在店铺油煎异味扰民情况。信访人诉求为：相关部门加强日常巡查监管力度，发现该类情况及时处置。,大桥街道眉州路近沈阳路路口的“马三牛肉煎包”,121.535669,31.260775,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—039号,大桥街道,属实,加强餐饮油烟管理。,大桥街道执法人员开具责令改正通知书，要求该店限期整改。,阶段性办结,2025-10-28,0,True
[2025]杨浦—040号-36,2025-10-28,大气,信访人来信反映大桥街道平凉路1263号“悠优香休闲食品”，每年秋季至春季的10:00至19:00，炒货机器炒制炒货的过程中烟气影响路人。信访人诉求为：相关部门加强日常巡查监管力度，发现该类情况及时处置。,大桥街道平凉路1263号“悠优香休闲食品”,121.53534,31.262535,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—040号,大桥街道,部分属实,加强管理，对违法违规行为依法予以处理。,大桥街道执法人员对店铺负责人开展普法宣传，告知其合法合规经营。同时将加强巡查，一经发现违法违规行为依法予以处理。,已办结,2025-10-28,0,True
[2025]杨浦—041号-37,2025-10-28,大气,信访人来信反映大桥街道眉州路274号“傻奇炒货”，每年秋季至春季的10:00至19:00，炒货机器炒制炒货的过程中烟气影响路人。信访人诉求为：相关部门加强日常巡查监管力度，发现该类情况及时处置。,大桥街道眉州路274号“傻奇炒货”,121.536553,31.260693,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—041号,大桥街道,部分属实,加强管理，对违法违规行为依法予以处理。,大桥街道执法人员对店铺负责人开展普法宣传，告知其合法合规经营。同时将加强巡查，一经发现违法违规行为依法予以处理。,已办结,2025-10-28,0,True
[2025]杨浦—042号-38,2025-10-28,其他,信访人来信反映大桥街道河间路89-1号“张氏果业”，每日9:00至19:00，堆放甘蔗在店铺附近的人行道上，影响市容环境。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道河间路89-1号“张氏果业”,121.53244,31.264531,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—042号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员对店铺负责人进行普法宣传，告知其合法合规经营。同时将加强巡查，一经发现违法违规行为依法予以处理。,已办结,2025-10-28,0,True
[2025]杨浦—043号-39,2025-10-28,其他,信访人来信反映大桥街道平凉路与渭南路交叉口，位于平凉路上的一家沿街水果店铺，每日10:30至19:00，店铺门口有占道乱堆放甘蔗、甘蔗皮及废旧箩筐纸板箱的现象，影响市容环境卫生。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,大桥街道平凉路与渭南路交叉口,121.536003,31.262823,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—043号,大桥街道,属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员现场要求该水果店立即改正，将占用人行道堆放的甘蔗和纸箱收回店中。执法人员复查时，该水果店占用人行道的行为已改正。,已办结,2025-10-28,0,True
[2025]杨浦—044号-40,2025-10-28,其他,信访人来信反映大桥街道平凉路1231-1号“漫顿进口食品”， 每日10:30至19:00，存在店铺门口及周边乱堆放纸板箱情况，影响城市环境卫生。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道平凉路1231-1号“漫顿进口食品”,121.534841,31.262294,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—044号,大桥街道,属实,加强管理，营造整洁有序的城市环境。,1、大桥街道执法人员现场要求该店铺立即改正，对占道堆放的纸箱进行清理。执法人员复查时，发现该店铺仍然存在占道堆放纸箱的情况，执法人员对该店铺进行当场处罚，要求其立即完成整改。 2、大桥街道执法人员将加强巡查，防止问题反复。,已办结,2025-10-28,0,True
[2025]杨浦—045号-41,2025-10-28,其他,信访人来信反映大桥街道眉州路272号 “农副产品”，每日10:00至19:00有占道售卖水产品的现象，影响市容环境。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道眉州路272号 “农副产品”,121.530882,31.282015,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—045号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员对店铺负责人进行普法宣传，告知其合法合规经营。同时将加强巡查，一经发现违法违规行为依法予以处理。 针对有居民在拣菜的行为，执法人员现场进行了劝阻，并告知其将道路上的菜叶清理干净，确保道路整洁。,已办结,2025-10-28,0,True
[2025]杨浦—046号-42,2025-10-28,其他,信访人来信反映大桥街道平凉路1247号“鸿盛点心”以南的人行道上，每日上午和傍晚遛狗高峰时段，有市民遛狗不牵绳和不清理狗屎的现象，影响市容环境卫生。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道平凉路1247号“鸿盛点心”以南的人行道上,121.535227,31.26248,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—046号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,1、属地居委加大宣传力度，提倡文明养犬、文明遛宠。 2、加强巡查，如发现有遗留狗粪，立即进行清理。,已办结,2025-10-28,0,True
[2025]杨浦—047号-43,2025-10-28,其他,信访人来信反映大桥街道眉州路近平凉路路口的“渭南菜市”以东的人行道上，每日上午和傍晚遛狗高峰时段，有市民遛狗不牵绳和不清理狗屎的现象，影响市容环境卫生。信访人诉求为：相关部门加强日常巡查监管力度，发现情况及时处置。,大桥街道眉州路近平凉路路口的“渭南菜市”以东的人行道上,121.534403,31.262227,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—047号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,1、属地居委加大宣传力度，提倡文明养犬、文明遛宠。 2、加强巡查，如发现有遗留狗粪，立即进行清理。,已办结,2025-10-28,0,True
[2025]杨浦—048号-44,2025-10-28,其他,信访人来信反映大桥街道长阳路1514号至长阳路的地铁12号线宁国路站5号口的路段，每日9:30-20:00有非机动车和共享单车乱停放占用人行道的现象。信访人诉求为：相关部门加强日常巡查监管力度，发现占道乱停放情况及时处置。,大桥街道长阳路1514号至长阳路的地铁12号线宁国路站5号口的路段,121.532014,31.26743,https://www.shyp.gov.cn/shypq/sthjdc2025/20251028/493067.html,[2025]杨浦—048号,大桥街道,部分属实,加强管理，营造整洁有序的城市环境。,因该处情况具有动态性，执法人员将持续加强巡查，避免出现非机动车和共享单车占用人行道的现象。,已办结,2025-10-28,0,True
[2025]杨浦—049号-45,2025-10-29,噪声其他,1、信访人反映控江街道双阳路548号，1楼住宅存在居改非现象，每日10：00至19:00，售卖和更换汽车轮胎，影响小区环境且噪声扰民。信访人诉求：相关部门联合执法，解决该类问题，建立长效管理机制。,控江街道双阳路548号,121.530346,31.285859,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,控江街道执法人员当场清理其门口使用的经营物件，对该店负责人进行谈话，做好相关笔录，同时告知其该房屋只能用于居住，不得用于经营。该店店主经谈话后，目前已停止经营活动。,已办结,2025-10-29,0,True
[2025]杨浦—049号-46,2025-10-29,噪声其他,2、信访人反映控江街道双阳路538号，存在居改非现象，经营铝合金门窗，节假日10：00至18:00，切割机噪声扰民。信访人怀疑该店无加工资质。信访人诉求：相关部门联合执法，解决该类问题，建立长效管理机制。,控江街道双阳路538号,121.530348,31.285234,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,控江街道执法人员当场清理其门口使用的经营物件，对该店负责人进行谈话，做好相关笔录，同时告知其该房屋只能用于居住，不得用于经营。该店店主经谈话后，目前已停止经营活动。,已办结,2025-10-29,0,True
[2025]杨浦—049号-47,2025-10-29,噪声其他,3、信访人反映大桥街道眉州路185号至沈阳路的眉州路人行道，每日上午和傍晚遛狗高峰时段，有市民遛狗不牵绳和不清理狗屎的现象，影响市容环境卫生。信访人诉求为：相关部门加强该段路日常巡查监管力度，针对该类问题建立长效管理机制。,大桥街道眉州路185号至沈阳路的眉州路人行道,121.53622,31.259425,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,1、属地居委加大宣传力度，提倡文明养犬、文明遛宠。 2、加强巡查，如发现有遗留狗粪，立即进行清理。,已办结,2025-10-29,0,True
[2025]杨浦—049号-48,2025-10-29,噪声其他,4、信访人反映大桥街道眉州路451-1号至眉州路431弄路段，每日上午和傍晚遛狗高峰时段，有市民遛狗不牵绳和不清理狗屎的现象，影响市容环境卫生。信访人诉求为：相关部门加强该段路日常巡查监管力度，针对该类问题建立长效管理机制。,大桥街道眉州路451-1号至眉州路431弄路段,121.532007,31.261228,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,1、属地居委加大宣传力度，提倡文明养犬、文明遛宠。 2、加强巡查，如发现有遗留狗粪，立即进行清理。,已办结,2025-10-29,0,True
[2025]杨浦—049号-49,2025-10-29,噪声其他,5、信访人反映延吉新村街道安图路173号凯跃门窗，节假日10：00至17:30，切割机噪声扰民。信访人怀疑该店无加工资质。信访人诉求：相关部门核实处理，解决该类问题，建立长效管理机制。,延吉新村街道安图路173号凯跃门窗,121.539547,31.293684,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法人员进一步加强街面巡查力度，如发现该店铺存在噪音扰民行为，将依法严肃处理。,已办结,2025-10-29,0,True
[2025]杨浦—049号-50,2025-10-29,噪声其他,6、信访人反映延吉新村街道安图路163号至安图路165号无店招的店铺，节假日10：00至17:00，切割机噪声扰民。信访人怀疑店铺无工商执照。信访人诉求：相关部门核实处理，解决该类问题，建立长效管理机制。,延吉新村街道安图路163号至安图路165号无店招的店铺,121.540225,31.293231,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法人员进一步加强街面巡查力度，如发现该店铺存在噪音扰民行为，将依法严肃处理。,已办结,2025-10-29,0,True
[2025]杨浦—049号-51,2025-10-29,噪声其他,7、信访人反映延吉新村街道靖宇东路延吉中路路口，地铁8号线延吉中路站3号出入口外的广场（靠近小世界），每日18:45至22:00有2名演唱者使用高音喇叭收费演唱，严重噪声扰民。信访人诉求：相关部门在演唱时段联合执法，解决该类问题，建立长效管理机制。,延吉新村街道靖宇东路延吉中路路口,121.534941,31.288543,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法部门已将该区域列入每日例行巡查范围，并请小世界广场物业管理方指派专职安保人员在重点时段进行值守，发现噪音扰民问题及时处置。,已办结,2025-10-29,0,True
[2025]杨浦—049号-52,2025-10-29,噪声其他,8、信访人反映长海路街道恒仁路21号上海承斐商贸有限公司，经营金属材料，每日10：00至17:30，切割机噪声扰民。信访人怀疑该店无加工资质。信访人诉求：相关部门核实处理，解决该类问题，建立长效管理机制。,长海路街道恒仁路21号上海承斐商贸有限公司,121.524124,31.308648,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,长海路街道执法部门已现场告知其在噪声敏感建筑物集中区域内不得有金属加工、噪音扰民的行为。,已办结,2025-10-29,0,True
[2025]杨浦—049号-53,2025-10-29,噪声其他,9、信访人反映长海路街道恒仁路35号绿色果园，周末9：00至19:00，在店铺门口处放置喇叭，循环播放促销内容，噪声扰民。信访人诉求：督促相关部门联合执法，加强同类商铺噪声监管，防止问题回潮。,长海路街道恒仁路35号绿色果园,121.524107,31.309091,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,长海路街道执法人员已要求现场负责人将喇叭当场关闭，并严禁其使用喇叭产生噪音，随后对周边商铺也进行逐一告知。,已办结,2025-10-29,0,True
[2025]杨浦—049号-54,2025-10-29,噪声其他,10、信访人反映长海路街道长海路250-2号临至恒仁路的长海路人行道上，每日9：00至19:00，私人两轮电动自行车和部分共享单车乱停放占用盲道，影响通行和市容市貌。信访人诉求为：相关部门对此类问题加强监管，建立长效管理机制，防止问题回潮。,长海路街道长海路250-2号临至恒仁路的长海路人行道上,121.524901,31.309469,https://www.shyp.gov.cn/shypq/sthjdc2025/20251029/493166.html,[2025]杨浦—049号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,街道已督促共享单车运营单位对现场发现堆积的单车进行清运，并对乱停放的私人非机动车进行整理。后续，街道将安排人员加强巡查，发现相关情况及时处置。,已办结,2025-10-29,0,True
[2025]杨浦—052号-55,2025-11-03,大气噪声垃圾其他,1、信访人反映四平街道大连路1548号莱克大厦，一楼沿街餐饮店“新贝意式休闲餐厅”、“东北风情农家院”、“郭姐威海渔村”、“京城南门涮肉”、“老城西炭火蛙川湘菜”等餐饮店，每日20:00左右及以后油烟异味扰民。信访人诉求：相关部门联合治理，解决该类问题，建立长效管理机制。,四平街道大连路1548号莱克大厦,121.503691,31.273412,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,四平路街道及生态环境部门执法人员督促商户营业期间正常开启油烟净化和异味处理设施，定期清洗设施并规范清洗台账。生态环境部门执法人员于10月31日夜间对上述3家餐饮店进行油烟气监测，并根据监测结果依法处理。,已办结,2025-11-03,0,True
[2025]杨浦—052号-56,2025-11-03,大气噪声垃圾其他,2、信访人反映江浦路街道许昌路1469号小区以南的工地， 每日6:00至21:00施工期间，噪声和扬尘扰民。信访人诉求：相关部门联合治理，解决该类问题，建立长效管理机制。,江浦路街道许昌路1469号小区以南的工地,121.513675,31.270622,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,江浦路街道执法人员要求工地做好降噪防尘措施以及喷淋的日常开启，保证好扬尘噪声设备的正常运行，同时加强工地巡查力度，发现扬尘超标问题立即处置,已办结,2025-11-03,0,True
[2025]杨浦—052号-57,2025-11-03,大气噪声垃圾其他,3、信访人反映延吉新村街道双阳路445-2号“开锁店”店前台阶上，节假日16:00至18:00，有临时设摊售卖手工鸡蛋卷现象，摊位上有喇叭播放促销内容，噪声扰民且影响市容环境。信访人诉求：相关部门联合治理，解决该类问题，建立长效管理机制。,延吉新村街道双阳路445-2号“开锁店”店前台阶上,121.53149,31.282255,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法人员对经营人进行普法，加强对该区域巡查，对违规行为依法处理，确保社区安静和谐。,已办结,2025-11-03,0,True
[2025]杨浦—052号-58,2025-11-03,大气噪声垃圾其他,4、信访人反映控江街道靖宇中路（近双阳路） “绿优生鲜果品”节假日10:00至18:30，店门口人行道有堆放甘蔗和甘蔗皮情况，影响到市容环境卫生。信访人诉求：相关部门治理该类问题，建立长效管理机制。,控江街道靖宇中路（近双阳路） “绿优生鲜果品”节假日10:00至18:30,121.533934,31.279035,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,控江路街道执法人员已约谈商家责令其立即整改，并立案查处。目前门口的甘蔗和甘蔗皮已被清理，当事人已完成整改。,已办结,2025-11-03,0,True
[2025]杨浦—052号-59,2025-11-03,大气噪声垃圾其他,5、信访人反映大桥街道杨浦区河间路81号 “永昌祥门窗经营部”，节假日10:00至17:30有切割机噪声扰民，信访人怀疑店铺执照无加工资质。信访人诉求：相关部门联合治理，核实店铺加工资质，建立长效管理机制。,大桥街道杨浦区河间路81号 “永昌祥门窗经营部”,121.532351,31.264487,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道执法人员对商家进行普法，要求规范经营，同时加强巡查力度，发现违规情况及时处置。,已办结,2025-11-03,0,True
[2025]杨浦—052号-60,2025-11-03,大气噪声垃圾其他,6、信访人反映定海路街道杨浦区爱国路与顺平路路口的废弃围墙内有建筑施工遗留的垃圾和用布遮盖的工地内的临时厕坑。信访人诉求：相关部门治理该类问题，建立长效管理机制。,定海路街道杨浦区爱国路与顺平路路口的废弃围墙内有建筑施工遗留的垃圾和用布遮盖的工地内的临时厕坑,121.550429,31.281298,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,加强巡查，发现情况及时处置。,已办结,2025-11-03,0,True
[2025]杨浦—052号-61,2025-11-03,大气噪声垃圾其他,7、信访人反映长海路街道安波路789号“翔殷幼稚园”以南的安波路人行道和非机动车道内，每日8:00至17:30常有电瓶车和面包车占道设摊，售卖蔬菜、水产品和活禽，影响环境卫生。信访人诉求：相关部门联合治理，解决该类问题，建立长效管理机制。,长海路街道安波路789号“翔殷幼稚园”以南的安波路人行道和非机动车道内,121.526661,31.300914,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,长海路街道执法人员对翔殷幼稚园周边持续开展巡查，发现违法行为及时处置。,已办结,2025-11-03,0,True
[2025]杨浦—052号-62,2025-11-03,大气噪声垃圾其他,8、信访人反映殷行街道包头路430号市光二村西门附近“安客龙虾大排档” 6月下旬至10月下旬，每日18:15至次日凌晨2:00，在人行道旁放置近20个桌椅，影响市容市貌，扩音器叫号时，噪声扰民。信访人诉求：相关部门联合治理，解决该类问题，建立长效管理机制。,殷行街道包头路430号市光二村西门附近“安客龙虾大排档” 6月下旬至10月下旬,121.538725,31.317025,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,殷行街道执法人员予以教育劝阻，并明确各时段均不得使用喇叭产生噪声，同时该店设置等位椅的行为已改正完毕。后续将加强巡查力度，发现违规情况及时处置。,已办结,2025-11-03,0,True
[2025]杨浦—052号-63,2025-11-03,大气噪声垃圾其他,"9、信访人反映五角场街道国定东路与翔殷路路口西南角，每日 9:45至19:00有私人两轮电动车乱停放占用盲道,影响行人通行和市容市貌。信访人诉求：相关部门对此类问题加强监管，建立长效管理机制。",五角场街道国定东路与翔殷路路口西南角,121.519954,31.298235,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,五角场街道工作人员第一时间将乱停放的非机动车移至停车线内。后续将加强巡查力度，在停车高峰期安排专人清理，对乱停放的车主及时劝阻。,已办结,2025-11-03,0,True
[2025]杨浦—052号-64,2025-11-03,大气噪声垃圾其他,10、信访人反映长海路街道世界路（世界路与嫩江路路口） “台铃长续航电动车”，节假日10:00至19:00，售卖的新电动车跨门停放在人行道上非机动车停放区域内，影响市民正常停放非机动车和市容市貌。信访人诉求：相关部门核实处理，建立长效管理机制。,长海路街道世界路（世界路与嫩江路路口） “台铃长续航电动车”,121.522938,31.322419,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,长海路街道执法人员已现场对该店铺负责人进行劝导及宣传教育，该店铺人员已当场自行将售卖的电动车搬至店铺内。后续将加强该处及周边区域巡查力度，保障非机动车区域正常停放及市容环境整洁。,已办结,2025-11-03,0,True
[2025]杨浦—052号-65,2025-11-03,大气噪声垃圾其他,11、信访人反映殷行街道开鲁路71号“方柏门窗经营部”，节假日10:00至17:30，切割机噪声扰民。信访人怀疑店铺无加工资质。信访人诉求：相关部门联合治理，核实店铺加工资质，建立长效管理机制。,殷行街道开鲁路71号“方柏门窗经营部”,121.54005,31.324646,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—052号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,该店营业执照经营范围包含不锈钢制品加工服务，但按照《上海市社会生活噪声污染防治办法》，在噪声敏感建筑物集中区域内，不得从事金属切割等易产生噪声污染的商业经营活动。 殷行街道执法人员对商家予以教育劝阻，要求当事人不得在店铺内进行加工。后续将加强巡查力度，发现违规情况及时处置。,已办结,2025-11-03,0,True
[2025]杨浦—053号-66,2025-11-03,大气噪声,1、信访人反映殷行街道军工路（近共青森林公园）路段，整日土方车行驶过程中有道路扬尘和鸣号现象，扬尘、噪声扰民。信访人诉求：相关部门治理该类问题，建立长效管理机制。,殷行街道军工路（近共青森林公园）路段,121.546568,31.314591,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—053号,杨浦区,属实,加强道路大气（扬尘）管理。,1、殷行街道会同相关职能部门自2025年6月起，每周安排一次联合设卡整治工作，查处整治渣土运营车辆未保持机动车容貌整洁、未随车携带处置证的违法行为。 2、殷行街道会同相关职能部门于10月16日至30日，每日7点至23点在军工路/嫩江路开展联合整治，查处渣土车车容不洁、未随车携带处置证的违法行为。 3、殷行街道执法人员约谈渣土清运公司负责人，督促其向渣土车驾驶员做好宣传文明驾驶工作，在运输过程中保持车辆密闭行驶及车容车貌整洁，禁止随意鸣号。,已办结,2025-11-03,0,True
[2025]杨浦—053号-67,2025-11-03,大气噪声,2、信访人反映大桥街道、定海路街道杨树浦路（黎平路至宁国路），整日土方车行驶过程中有道路扬尘和鸣号现象，扬尘、噪声扰民。信访人诉求：相关部门治理该类问题，建立长效管理机制。,大桥街道、定海路街道杨树浦路（黎平路至宁国路）,121.532352,31.268574,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—053号,杨浦区,属实,加强道路大气（扬尘）管理。,1、大桥街道于10月多次开展专项整治活动，对该路段设卡检查，对现场发现的车容不洁的土方车进行了现场整改并处罚款。后续将加强巡查力度及设卡频次，发现违规情况及时处置。 2、定海路街道执法人员于10月多次在杨树浦路沿线设卡，针对大型运输车辆开展日常检查。后续将不定期联合公安、绿化市容等相关职能部门开展道路设卡检查，并定期开展渣土车辆检查，发现违规情况及时处置。 3、公安交管部门在该路段设置了大型车整治卡点，对途经的大型货运车逢车必拦。自10月15日开展专项整治以来，针对土方车行驶过程中有道路扬尘、乱鸣号的问题，已现场查获大型货运车乱鸣号违法及遗洒飘散违法多起。,已办结,2025-11-03,0,True
[2025]杨浦—053号-68,2025-11-03,大气噪声,3、信访人反映定海路街道长阳路与白洋淀路路口，整日土方车行驶、掉头过程中有道路扬尘和鸣号现象，扬尘、噪声扰民。信访人诉求：相关部门治理该类问题，建立长效管理机制。,定海路街道长阳路与白洋淀路路口,121.553262,31.281076,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—053号,杨浦区,属实,加强道路大气（扬尘）管理。,1、定海路街道执法人员联合多部门，于10月16日、10月31日，在上述地址进行设卡检查，并针对大型运输车辆开展日常检查。后续将不定期联合公安、绿化市容等相关职能部门开展道路设卡检查，并定期开展渣土车辆检查，发现违规情况及时处置。 2、公安交管部门在该路段设置了大型车整治卡点，对途经的大型货运车逢车必拦。自10月15日开展专项整治以来，针对土方车行驶过程中有道路扬尘、乱鸣号的问题，已现场查获大型货运车乱鸣号违法及遗洒飘散违法多起。,已办结,2025-11-03,0,True
[2025]杨浦—053号-69,2025-11-03,大气噪声,"4、信访人反映大桥街道眉州路与沈阳路交叉口西北角,“秀芹水果大卖场”附近人行道或非机动车道内，每周一至周六8:30至11:30和14:00至17:00，常有3至6辆加装后座和顶棚的残疾人三轮车堵路揽客，非法运营。有闯红灯、逆向行驶现象，车辆行驶过程中汽油味较浓。车辆牌照有3**64、3**18、4**35、3**50、3**05、4**36、3**25等。信访人诉求：相关部门联合执法，在相关时段进行整治查处，定期不定期加强巡查监管。","大桥街道眉州路与沈阳路交叉口西北角,“秀芹水果大卖场”附近人行道或非机动车道内",121.53545,31.260818,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493484.html,[2025]杨浦—053号,杨浦区,属实,加强道路大气（扬尘）管理。,公安交管部门针对投诉人反映的重点时段，对该处开展残疾车交通违法整治，在该路口查获残疾车交通违法2起。同时，通过视频监控驻屏的方式，一经发现残疾车停车候客情况，第一时间调警处置。,已办结,2025-11-03,0,True
[2025]杨浦—050号-70,2025-11-03,大气噪声其他,1、信访人反映大桥街道眉州路451号“弄堂味道”，每日7:00-18:00经营期间，油烟扰民。信访人未发现店铺的营业执照、食品经营许可证和食品安全信息公示牌。信访人诉求：相关部门核实店铺证照，解决油烟问题，建立长效管理机制。,大桥街道眉州路451号“弄堂味道”,121.533997,31.262899,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493483.html,[2025]杨浦—050号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道及市场监管部门执法人员责令当事人上海市杨浦区御味斋餐饮店改正，公示营业执照及食品经营许可证，制发了责令改正通知书，并督促其食品安全信息公示牌上墙。确保油烟净化设备保持运行状态，且定期进行清理。,已办结,2025-11-03,0,True
[2025]杨浦—050号-71,2025-11-03,大气噪声其他,2、信访人反映大桥街道宁国路393号“周丽食品商行”，每日15:30以后经营山东杂粮煎饼，无食品经营许可证，有煎饼碎屑掉落在店门口附近，影响环境卫生。信访人诉求：相关部门对此类问题加强监管，建立长效管理机制。,大桥街道宁国路393号“周丽食品商行”,121.534825,31.266745,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493483.html,[2025]杨浦—050号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,大桥街道及市场监管部门执法人员责令当事人上海市杨浦区周丽食品商行改正，公示食品经营许可证，制发了责令改正通知书。要求店方加强门前保洁。,已办结,2025-11-03,0,True
[2025]杨浦—050号-72,2025-11-03,大气噪声其他,3、信访人反映延吉新村街道靖宇东路260号“上海环球食品公司”，节假日10：30-19：30，个别摊位上放置喇叭，循环播放促销内容，噪声扰民。信访人诉求：相关部门联合执法，解决该类问题，建立长效管理机制。,延吉新村街道靖宇东路260号“上海环球食品公司”,121.536441,31.289177,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493483.html,[2025]杨浦—050号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法人员将持续关注该区域，强化对商铺噪声问题的监管，切实维护居民的生活环境安宁。,已办结,2025-11-03,0,True
[2025]杨浦—050号-73,2025-11-03,大气噪声其他,4、信访人反映延吉新村街道靖宇东路248号“尚果汇”，节假日10:30-19:30，店铺门口处放置喇叭，循环播放促销内容，噪声扰民。信访人诉求：相关部门联合执法，解决该类问题，建立长效管理机制。,延吉新村街道靖宇东路248号“尚果汇”,121.537207,31.289601,https://www.shyp.gov.cn/shypq/sthjdc2025/20251103/493483.html,[2025]杨浦—050号,杨浦区,部分属实,加强管理，营造整洁有序的城市环境。,延吉新村街道执法人员将持续关注该区域，强化对商铺噪声问题的监管，切实维护居民的生活环境安宁。,已办结,2025-11-03,0,True
